district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,lag2_mean_total_token,lag2_mean_total_phone,lag2_mean_reorder_payment_count,lag2_mean_token_phone,lag3_mean_total_token,lag3_mean_total_phone,lag3_mean_reorder_payment_count,lag3_mean_token_phone,lag4_mean_total_token,lag4_mean_total_phone,lag4_mean_reorder_payment_count,lag4_mean_token_phone,total_token_change_percent,total_phone_change_percent,token_phone_change_percent,reorder_payment_count_change_percent,total_token_change20_percent,total_phone_change20_percent,token_phone_change20_percent,reorder_payment_count_change20_percent,total_token_change30_percent,total_phone_change30_percent,token_phone_change30_percent,reorder_payment_count_change30_percent,total_token_change40_percent,total_phone_change40_percent,token_phone_change40_percent,reorder_payment_count_change40_percent,total_token_change_count,total_phone_change_count,token_phone_change_count,reorder_payment_count_change_count,total_token_change20_count,total_phone_change20_count,token_phone_change20_count,reorder_payment_count_change20_count,total_token_change30_count,total_phone_change30_count,token_phone_change30_count,reorder_payment_count_change30_count,total_token_change40_count,total_phone_change40_count,token_phone_change40_count,reorder_payment_count_change40_count,place4,place2,district,name,region
65,4,10,248,221.2857143,50.28571429,1.138424331,238.8571429,213.7142857,62.71428571,1.124156244,258.8571429,228.8571429,88.71428571,1.137825756,251.7142857,221.1428571,88.42857143,1.15349647,292.3333333,257.3333333,106,1.1353701,3.827751196,3.542780749,1.269226339,-19.81776765,0,0,0,0,0,0,0,0,-15.16533637,-14.00814212,0.26900751,-52.5606469,9.142857143,7.571428571,0.014268087,-12.42857143,0,0,0,0,0,0,0,0,-44.33333333,-36.04761905,0.003054231,-55.71428571,65,1,qeytariyeh,قیطریه,1
65,5,10,183.2857143,162,18.71428571,1.151281091,248,221.2857143,50.28571429,1.138424331,238.8571429,213.7142857,62.71428571,1.124156244,258.8571429,228.8571429,88.71428571,1.137825756,251.7142857,221.1428571,88.42857143,1.15349647,-26.09447005,-26.79147837,1.129346914,-62.78409091,0,0,0,0,0,0,0,0,0,0,0,0,-64.71428571,-59.28571429,0.01285676,-31.57142857,0,0,0,0,0,0,0,0,0,0,0,0,65,1,qeytariyeh,قیطریه,1
191,0,30,2,2,0,1,5,5,0.333333333,1,,,,,,,,,,,,,-60,-60,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,1,30,5.285714286,5.142857143,0.428571429,1.028571429,2,2,0,1,5,5,0.333333333,1,,,,,,,,,164.2857143,157.1428571,2.857142857,,0,0,0,0,0,0,0,0,0,0,0,0,3.285714286,3.142857143,0.028571429,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,2,30,4,4,0,1,5.285714286,5.142857143,0.428571429,1.028571429,2,2,0,1,5,5,0.333333333,1,,,,,-24.32432432,-22.22222222,-2.777777778,-100,100,100,0,,0,0,0,0,0,0,0,0,-1.285714286,-1.142857143,-0.028571429,-0.428571429,2,2,0,0,0,0,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,3,30,2.714285714,2.714285714,0,1,4,4,0,1,5.285714286,5.142857143,0.428571429,1.028571429,2,2,0,1,5,5,0.333333333,1,-32.14285714,-32.14285714,0,,0,0,0,0,35.71428571,35.71428571,0,,0,0,0,0,-1.285714286,-1.285714286,0,0,0,0,0,0,0.714285714,0.714285714,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,4,30,3.333333333,3.333333333,0.166666667,1,2.714285714,2.714285714,0,1,4,4,0,1,5.285714286,5.142857143,0.428571429,1.028571429,2,2,0,1,22.80701754,22.80701754,0,,0,0,0,0,0,0,0,0,66.66666667,66.66666667,0,,0.619047619,0.619047619,0,0.166666667,0,0,0,0,0,0,0,0,1.333333333,1.333333333,0,0.166666667,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,5,30,4.285714286,4.285714286,0.142857143,1,3.333333333,3.333333333,0.166666667,1,2.714285714,2.714285714,0,1,4,4,0,1,5.285714286,5.142857143,0.428571429,1.028571429,28.57142857,28.57142857,0,-14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0.952380952,0,-0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
418,0,0,99,91.66666667,81.33333333,1.079456328,82.66666667,73.33333333,5,1.089714518,,,,,,,,,,,,,19.75806452,25,-0.941364929,1526.666667,0,0,0,0,0,0,0,0,0,0,0,0,16.33333333,18.33333333,-0.01025819,76.33333333,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,1,0,114.1428571,103.7142857,62.71428571,1.103447516,99,91.66666667,81.33333333,1.079456328,82.66666667,73.33333333,5,1.089714518,,,,,,,,,15.2958153,13.14285714,2.222525129,-22.89227166,0,0,0,0,0,0,0,0,0,0,0,0,15.14285714,12.04761905,0.023991188,-18.61904762,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,2,0,110.7142857,101.7142857,55.85714286,1.086865451,114.1428571,103.7142857,62.71428571,1.103447516,99,91.66666667,81.33333333,1.079456328,82.66666667,73.33333333,5,1.089714518,,,,,-3.003754693,-1.928374656,-1.502750643,-10.93394077,11.83261183,10.96103896,0.686375475,-31.32318501,0,0,0,0,0,0,0,0,-3.428571429,-2,-0.016582065,-6.857142857,11.71428571,10.04761905,0.007409123,-25.47619048,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,3,0,103,95.42857143,39.14285714,1.078100756,110.7142857,101.7142857,55.85714286,1.086865451,114.1428571,103.7142857,62.71428571,1.103447516,99,91.66666667,81.33333333,1.079456328,82.66666667,73.33333333,5,1.089714518,-6.967741935,-6.179775281,-0.806419571,-29.92327366,0,0,0,0,4.04040404,4.103896104,-0.125579162,-51.8735363,0,0,0,0,-7.714285714,-6.285714286,-0.008764696,-16.71428571,0,0,0,0,4,3.761904762,-0.001355572,-42.19047619,0,0,0,0,418,1,roodehen,رودهن,
418,4,0,106.8571429,98.14285714,33.57142857,1.086929092,103,95.42857143,39.14285714,1.078100756,110.7142857,101.7142857,55.85714286,1.086865451,114.1428571,103.7142857,62.71428571,1.103447516,99,91.66666667,81.33333333,1.079456328,3.74479889,2.844311377,0.818878561,-14.23357664,0,0,0,0,0,0,0,0,7.936507937,7.064935065,0.692271057,-58.7236534,3.857142857,2.714285714,0.008828336,-5.571428571,0,0,0,0,0,0,0,0,7.857142857,6.476190476,0.007472764,-47.76190476,418,1,roodehen,رودهن,
418,5,0,95,90.14285714,16,1.05614292,106.8571429,98.14285714,33.57142857,1.086929092,103,95.42857143,39.14285714,1.078100756,110.7142857,101.7142857,55.85714286,1.086865451,114.1428571,103.7142857,62.71428571,1.103447516,-11.09625668,-8.151382824,-2.83239928,-52.34042553,0,0,0,0,0,0,0,0,0,0,0,0,-11.85714286,-8,-0.030786172,-17.57142857,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
1010,0,30,3.333333333,3,0,1.083333333,1,1,0,1,,,,,,,,,,,,,233.3333333,200,8.333333333,,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,2,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
1010,1,30,2.571428571,2.428571429,0.142857143,1.071428571,3.333333333,3,0,1.083333333,1,1,0,1,,,,,,,,,-22.85714286,-19.04761905,-1.098901099,,0,0,0,0,0,0,0,0,0,0,0,0,-0.761904762,-0.571428571,-0.011904762,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
1010,2,30,2.666666667,2.666666667,0.666666667,1,2.571428571,2.428571429,0.142857143,1.071428571,3.333333333,3,0,1.083333333,1,1,0,1,,,,,3.703703704,9.803921569,-6.666666667,366.6666667,-20,-11.11111111,-7.692307692,,0,0,0,0,0,0,0,0,0.095238095,0.238095238,-0.071428571,0.523809524,-0.666666667,-0.333333333,-0.083333333,0.666666667,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
1010,3,30,2.333333333,2.333333333,0.333333333,1,2.666666667,2.666666667,0.666666667,1,2.571428571,2.428571429,0.142857143,1.071428571,3.333333333,3,0,1.083333333,1,1,0,1,-12.5,-12.5,0,-50,0,0,0,0,-30,-22.22222222,-7.692307692,,0,0,0,0,-0.333333333,-0.333333333,0,-0.333333333,0,0,0,0,-1,-0.666666667,-0.083333333,0.333333333,0,0,0,0,1010,1,moqadam,مقدم,17
1010,4,30,2.6,2.6,0,1,2.333333333,2.333333333,0.333333333,1,2.666666667,2.666666667,0.666666667,1,2.571428571,2.428571429,0.142857143,1.071428571,3.333333333,3,0,1.083333333,11.42857143,11.42857143,0,-100,0,0,0,0,0,0,0,0,-22,-13.33333333,-7.692307692,,0.266666667,0.266666667,0,-0.333333333,0,0,0,0,0,0,0,0,-0.733333333,-0.4,-0.083333333,0,1010,1,moqadam,مقدم,17
1010,5,30,3.285714286,3.142857143,0,1.047619048,2.6,2.6,0,1,2.333333333,2.333333333,0.333333333,1,2.666666667,2.666666667,0.666666667,1,2.571428571,2.428571429,0.142857143,1.071428571,26.37362637,20.87912088,4.761904762,,0,0,0,0,0,0,0,0,0,0,0,0,0.685714286,0.542857143,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
270,0,30,6.333333333,6.333333333,0,1,10,9.333333333,0.333333333,1.037037037,,,,,,,,,,,,,-36.66666667,-32.14285714,-3.571428571,-100,0,0,0,0,0,0,0,0,0,0,0,0,-3.666666667,-3,-0.037037037,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,1,30,11.28571429,11,4.857142857,1.020408163,6.333333333,6.333333333,0,1,10,9.333333333,0.333333333,1.037037037,,,,,,,,,78.19548872,73.68421053,2.040816327,,0,0,0,0,0,0,0,0,0,0,0,0,4.952380952,4.666666667,0.020408163,4.857142857,0,0,0,0,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,2,30,11.42857143,11.28571429,2.571428571,1.007936508,11.28571429,11,4.857142857,1.020408163,6.333333333,6.333333333,0,1,10,9.333333333,0.333333333,1.037037037,,,,,1.265822785,2.597402597,-1.222222222,-47.05882353,80.45112782,78.19548872,0.793650794,,0,0,0,0,0,0,0,0,0.142857143,0.285714286,-0.012471655,-2.285714286,5.095238095,4.952380952,0.007936508,2.571428571,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,3,30,10.85714286,10.71428571,0.857142857,1.047619048,11.42857143,11.28571429,2.571428571,1.007936508,11.28571429,11,4.857142857,1.020408163,6.333333333,6.333333333,0,1,10,9.333333333,0.333333333,1.037037037,-5,-5.063291139,3.937007874,-66.66666667,0,0,0,0,71.42857143,69.17293233,4.761904762,,0,0,0,0,-0.571428571,-0.571428571,0.03968254,-1.714285714,0,0,0,0,4.523809524,4.380952381,0.047619048,0.857142857,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,4,30,11.14285714,11.14285714,0.857142857,1,10.85714286,10.71428571,0.857142857,1.047619048,11.42857143,11.28571429,2.571428571,1.007936508,11.28571429,11,4.857142857,1.020408163,6.333333333,6.333333333,0,1,2.631578947,4,-4.545454545,0,0,0,0,0,0,0,0,0,75.93984962,75.93984962,0,,0.285714286,0.428571429,-0.047619048,0,0,0,0,0,0,0,0,0,4.80952381,4.80952381,0,0.857142857,270,1,hashem-abad,هاشم‌آباد,15
270,5,30,9.285714286,9.285714286,0.285714286,1,11.14285714,11.14285714,0.857142857,1,10.85714286,10.71428571,0.857142857,1.047619048,11.42857143,11.28571429,2.571428571,1.007936508,11.28571429,11,4.857142857,1.020408163,-16.66666667,-16.66666667,0,-66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,-1.857142857,-1.857142857,0,-0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
293,3,30,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,293,1,qasr-e-firoozeh-yek,قصر فیروزه ۱,14
293,4,30,1,1,0,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,293,1,qasr-e-firoozeh-yek,قصر فیروزه ۱,14
293,5,30,1,1,0,1,1,1,0,1,1,1,0,1,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,1,qasr-e-firoozeh-yek,قصر فیروزه ۱,14
938,0,10,37.33333333,34.33333333,12.33333333,1.088604981,26.5,25,0.5,1.055555556,,,,,,,,,,,,,40.88050314,37.33333333,3.130998227,2366.666667,0,0,0,0,0,0,0,0,0,0,0,0,10.83333333,9.333333333,0.033049426,11.83333333,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,1,10,31.85714286,30.71428571,13.57142857,1.03443304,37.33333333,34.33333333,12.33333333,1.088604981,26.5,25,0.5,1.055555556,,,,,,,,,-14.66836735,-10.5409154,-4.976271663,10.03861004,0,0,0,0,0,0,0,0,0,0,0,0,-5.476190476,-3.619047619,-0.054171941,1.238095238,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,2,10,27.42857143,25.28571429,15.42857143,1.075261235,31.85714286,30.71428571,13.57142857,1.03443304,37.33333333,34.33333333,12.33333333,1.088604981,26.5,25,0.5,1.055555556,,,,,-13.90134529,-17.6744186,3.946915181,13.68421053,-26.53061224,-26.35228849,-1.225765704,25.0965251,0,0,0,0,0,0,0,0,-4.428571429,-5.428571429,0.040828195,1.857142857,-9.904761905,-9.047619048,-0.013343747,3.095238095,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,3,10,29,25.85714286,9.571428571,1.107327056,27.42857143,25.28571429,15.42857143,1.075261235,31.85714286,30.71428571,13.57142857,1.03443304,37.33333333,34.33333333,12.33333333,1.088604981,26.5,25,0.5,1.055555556,5.729166667,2.259887006,2.982142398,-37.96296296,0,0,0,0,-22.32142857,-24.68793343,1.719822615,-22.39382239,0,0,0,0,1.571428571,0.571428571,0.032065821,-5.857142857,0,0,0,0,-8.333333333,-8.476190476,0.018722075,-2.761904762,0,0,0,0,938,1,bahar,بهار,7
938,4,10,28.71428571,27.42857143,4.428571429,1.038656267,29,25.85714286,9.571428571,1.107327056,27.42857143,25.28571429,15.42857143,1.075261235,31.85714286,30.71428571,13.57142857,1.03443304,37.33333333,34.33333333,12.33333333,1.088604981,-0.985221675,6.077348066,-6.201491102,-53.73134328,0,0,0,0,0,0,0,0,-23.08673469,-20.110957,-4.588323133,-64.09266409,-0.285714286,1.571428571,-0.068670789,-5.142857143,0,0,0,0,0,0,0,0,-8.619047619,-6.904761905,-0.049948714,-7.904761905,938,1,bahar,بهار,7
938,5,10,20.85714286,19.71428571,2.571428571,1.043406593,28.71428571,27.42857143,4.428571429,1.038656267,29,25.85714286,9.571428571,1.107327056,27.42857143,25.28571429,15.42857143,1.075261235,31.85714286,30.71428571,13.57142857,1.03443304,-27.36318408,-28.125,0.457353068,-41.93548387,0,0,0,0,0,0,0,0,0,0,0,0,-7.857142857,-7.714285714,0.004750326,-1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
243,0,30,24.33333333,24,1,1.015151515,25,24.33333333,0,1.018648019,,,,,,,,,,,,,-2.666666667,-1.369863014,-0.343249428,,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666667,-0.333333333,-0.003496503,1,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,1,30,32.71428571,30.42857143,4.857142857,1.077323671,24.33333333,24,1,1.015151515,25,24.33333333,0,1.018648019,,,,,,,,,34.44227006,26.78571429,6.124421285,385.7142857,0,0,0,0,0,0,0,0,0,0,0,0,8.380952381,6.428571429,0.062172155,3.857142857,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,2,30,31.42857143,29.71428571,6.428571429,1.05777511,32.71428571,30.42857143,4.857142857,1.077323671,24.33333333,24,1,1.015151515,25,24.33333333,0,1.018648019,,,,,-3.930131004,-2.34741784,-1.814548507,32.35294118,29.15851272,23.80952381,4.198742183,542.8571429,0,0,0,0,0,0,0,0,-1.285714286,-0.714285714,-0.019548561,1.571428571,7.095238095,5.714285714,0.042623595,5.428571429,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,3,30,30.14285714,29,3.857142857,1.044426466,31.42857143,29.71428571,6.428571429,1.05777511,32.71428571,30.42857143,4.857142857,1.077323671,24.33333333,24,1,1.015151515,25,24.33333333,0,1.018648019,-4.090909091,-2.403846154,-1.261954803,-40,0,0,0,0,23.87475538,20.83333333,2.883801152,285.7142857,0,0,0,0,-1.285714286,-0.714285714,-0.013348644,-2.571428571,0,0,0,0,5.80952381,5,0.029274951,2.857142857,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,4,30,30.28571429,28.57142857,1.571428571,1.058994526,30.14285714,29,3.857142857,1.044426466,31.42857143,29.71428571,6.428571429,1.05777511,32.71428571,30.42857143,4.857142857,1.077323671,24.33333333,24,1,1.015151515,0.473933649,-1.477832512,1.394838288,-59.25925926,0,0,0,0,0,0,0,0,24.46183953,19.04761905,4.318863803,57.14285714,0.142857143,-0.428571429,0.01456806,-2.285714286,0,0,0,0,0,0,0,0,5.952380952,4.571428571,0.043843011,0.571428571,243,1,moshiriyeh,مشیریه,15
243,5,30,27.14285714,26,1.142857143,1.041501481,30.28571429,28.57142857,1.571428571,1.058994526,30.14285714,29,3.857142857,1.044426466,31.42857143,29.71428571,6.428571429,1.05777511,32.71428571,30.42857143,4.857142857,1.077323671,-10.37735849,-9,-1.651854195,-27.27272727,0,0,0,0,0,0,0,0,0,0,0,0,-3.142857143,-2.571428571,-0.017493046,-0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
278,0,30,28.66666667,28,5,1.024314766,34.5,33,1.5,1.045454545,,,,,,,,,,,,,-16.90821256,-15.15151515,-2.02206589,233.3333333,0,0,0,0,0,0,0,0,0,0,0,0,-5.833333333,-5,-0.02113978,3.5,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,1,30,29.57142857,28.71428571,6.428571429,1.029131007,28.66666667,28,5,1.024314766,34.5,33,1.5,1.045454545,,,,,,,,,3.156146179,2.551020408,0.470191557,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0.904761905,0.714285714,0.004816242,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,2,30,30,29,14.57142857,1.03771552,29.57142857,28.71428571,6.428571429,1.029131007,28.66666667,28,5,1.024314766,34.5,33,1.5,1.045454545,,,,,1.449275362,0.995024876,0.834151552,126.6666667,4.651162791,3.571428571,1.30826522,191.4285714,0,0,0,0,0,0,0,0,0.428571429,0.285714286,0.008584512,8.142857143,1.333333333,1,0.013400754,9.571428571,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,3,30,27,25.57142857,6.285714286,1.048413273,30,29,14.57142857,1.03771552,29.57142857,28.71428571,6.428571429,1.029131007,28.66666667,28,5,1.024314766,34.5,33,1.5,1.045454545,-10,-11.8226601,1.030894604,-56.8627451,0,0,0,0,-5.813953488,-8.673469388,2.352646659,25.71428571,0,0,0,0,-3,-3.428571429,0.010697753,-8.285714286,0,0,0,0,-1.666666667,-2.428571429,0.024098507,1.285714286,0,0,0,0,278,1,moniriyeh,منیریه,11
278,4,30,27.71428571,26.85714286,5,1.034710056,27,25.57142857,6.285714286,1.048413273,30,29,14.57142857,1.03771552,29.57142857,28.71428571,6.428571429,1.029131007,28.66666667,28,5,1.024314766,2.645502646,5.027932961,-1.307043388,-20.45454545,0,0,0,0,0,0,0,0,-3.322259136,-4.081632653,1.014853159,0,0.714285714,1.285714286,-0.013703216,-1.285714286,0,0,0,0,0,0,0,0,-0.952380952,-1.142857143,0.010395291,0,278,1,moniriyeh,منیریه,11
278,5,30,23.42857143,23.14285714,3.142857143,1.011471861,27.71428571,26.85714286,5,1.034710056,27,25.57142857,6.285714286,1.048413273,30,29,14.57142857,1.03771552,29.57142857,28.71428571,6.428571429,1.029131007,-15.46391753,-13.82978723,-2.245865383,-37.14285714,0,0,0,0,0,0,0,0,0,0,0,0,-4.285714286,-3.714285714,-0.023238195,-1.857142857,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
54,0,10,21.33333333,20.66666667,11.33333333,1.035185185,13.66666667,13.66666667,0,1,,,,,,,,,,,,,56.09756098,51.2195122,3.518518519,,0,0,0,0,0,0,0,0,0,0,0,0,7.666666667,7,0.035185185,11.33333333,0,0,0,0,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
54,1,10,17.85714286,17.28571429,7.428571429,1.034384663,21.33333333,20.66666667,11.33333333,1.035185185,13.66666667,13.66666667,0,1,,,,,,,,,-16.29464286,-16.359447,-0.077331307,-34.45378151,0,0,0,0,0,0,0,0,0,0,0,0,-3.476190476,-3.380952381,-0.000800522,-3.904761905,0,0,0,0,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
54,2,10,22.85714286,21.85714286,5.142857143,1.045246823,17.85714286,17.28571429,7.428571429,1.034384663,21.33333333,20.66666667,11.33333333,1.035185185,13.66666667,13.66666667,0,1,,,,,28,26.44628099,1.050108388,-30.76923077,7.142857143,5.760368664,0.971965019,-54.62184874,0,0,0,0,0,0,0,0,5,4.571428571,0.01086216,-2.285714286,1.523809524,1.19047619,0.010061638,-6.19047619,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
