district_id,week_tir,treatment_control_group,mean_total_token,mean_total_phone,mean_reorder_payment_count,mean_token_phone,lag_mean_total_token,lag_mean_total_phone,lag_mean_reorder_payment_count,lag_mean_token_phone,lag2_mean_total_token,lag2_mean_total_phone,lag2_mean_reorder_payment_count,lag2_mean_token_phone,lag3_mean_total_token,lag3_mean_total_phone,lag3_mean_reorder_payment_count,lag3_mean_token_phone,lag4_mean_total_token,lag4_mean_total_phone,lag4_mean_reorder_payment_count,lag4_mean_token_phone,total_token_change_percent,total_phone_change_percent,token_phone_change_percent,reorder_payment_count_change_percent,total_token_change20_percent,total_phone_change20_percent,token_phone_change20_percent,reorder_payment_count_change20_percent,total_token_change30_percent,total_phone_change30_percent,token_phone_change30_percent,reorder_payment_count_change30_percent,total_token_change40_percent,total_phone_change40_percent,token_phone_change40_percent,reorder_payment_count_change40_percent,total_token_change_count,total_phone_change_count,token_phone_change_count,reorder_payment_count_change_count,total_token_change20_count,total_phone_change20_count,token_phone_change20_count,reorder_payment_count_change20_count,total_token_change30_count,total_phone_change30_count,token_phone_change30_count,reorder_payment_count_change30_count,total_token_change40_count,total_phone_change40_count,token_phone_change40_count,reorder_payment_count_change40_count,place4,place2,district,name,region
65,5,10,31.28571429,26.28571429,2,1.228635011,38.42857143,33.57142857,1.857142857,1.229447323,30,27,4.857142857,1.11992288,27.71428571,24.14285714,4.857142857,1.150572808,24.28571429,21,4.857142857,1.196662171,-18.58736059,-21.70212766,-0.066071255,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,-7.142857143,-7.285714286,-0.000812311,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,65,1,qeytariyeh,قیطریه,1
191,1,30,1.5,1,0,1.5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
191,3,30,1,1,0,1,1.5,1,0,1.5,,,,,,,,,,,,,-33.33333333,0,-33.33333333,,0,0,0,0,,,,,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,,,,,0,0,0,0,191,1,ebrahim-abad,ابراهیم‌آباد,18
418,0,,2.666666667,2.666666667,1,1,3.5,3,0,1.125,,,,,,,,,,,,,-23.80952381,-11.11111111,-11.11111111,,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333,-0.333333333,-0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,1,,2.857142857,2.714285714,3.857142857,1.035714286,2.666666667,2.666666667,1,1,3.5,3,0,1.125,,,0,,,,0,,7.142857143,1.785714286,3.571428571,285.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0.047619048,0.035714286,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,2,,3.333333333,3,1.666666667,1.083333333,2.857142857,2.714285714,3.857142857,1.035714286,2.666666667,2.666666667,1,1,3.5,3,1,1.125,,,1,,16.66666667,10.52631579,4.597701149,-56.79012346,25,12.5,8.333333333,66.66666667,0,0,0,0,0,0,0,0,0.476190476,0.285714286,0.047619048,-2.19047619,0.666666667,0.333333333,0.083333333,0.666666667,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
418,3,,3.666666667,3.5,0.166666667,1.041666667,3.333333333,3,1.666666667,1.083333333,2.857142857,2.714285714,3.857142857,1.035714286,2.666666667,2.666666667,3.857142857,1,3.5,3,3.857142857,1.125,10,16.66666667,-3.846153846,-90,0,0,0,0,37.5,31.25,4.166666667,-95.67901235,0,0,0,0,0.333333333,0.5,-0.041666667,-1.5,0,0,0,0,1,0.833333333,0.041666667,-3.69047619,0,0,0,0,418,1,roodehen,رودهن,
418,4,,7.428571429,4.428571429,4,1.780272109,3.666666667,3.5,0.166666667,1.041666667,3.333333333,3,1.666666667,1.083333333,2.857142857,2.714285714,1.666666667,1.035714286,2.666666667,2.666666667,1.666666667,1,102.5974026,26.53061224,70.90612245,2300,0,0,0,0,0,0,0,0,178.5714286,66.07142857,78.02721088,140,3.761904762,0.928571429,0.738605442,3.833333333,0,0,0,0,0,0,0,0,4.761904762,1.761904762,0.780272109,2.333333333,418,1,roodehen,رودهن,
418,5,,3.857142857,3.285714286,0.142857143,1.171428571,7.428571429,4.428571429,4,1.780272109,3.666666667,3.5,0.166666667,1.041666667,3.333333333,3,0.166666667,1.083333333,2.857142857,2.714285714,0.166666667,1.035714286,-48.07692308,-25.80645161,-34.19946504,-96.42857143,0,0,0,0,0,0,0,0,0,0,0,0,-3.571428571,-1.142857143,-0.608843537,-3.857142857,0,0,0,0,0,0,0,0,0,0,0,0,418,1,roodehen,رودهن,
1010,1,30,1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
1010,2,30,1,1,0,1,1,1,0.5,1,,,,,,,,,,,,,0,0,0,-100,,,,,0,0,0,0,0,0,0,0,0,0,0,-0.5,,,,,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
1010,5,30,1,1,0,1,1,1,0,1,1,1,0.5,1,,,0.5,,,,0.5,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,1,moqadam,مقدم,17
270,2,30,1.25,1.25,1,1,1.5,1.5,0,1,,,,,,,,,,,,,-16.66666667,-16.66666667,0,,,,,,0,0,0,0,0,0,0,0,-0.25,-0.25,0,1,,,,,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,3,30,2.25,2.25,0,1,1.25,1.25,1,1,1.5,1.5,0,1,,,0,,,,0,,80,80,0,-100,0,0,0,0,,,,,0,0,0,0,1,1,0,-1,0,0,0,0,,,,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
270,4,30,2.166666667,2.166666667,0,1,2.25,2.25,0,1,1.25,1.25,1,1,1.5,1.5,1,1,,,1,,-3.703703704,-3.703703704,0,,0,0,0,0,0,0,0,0,,,,-100,-0.083333333,-0.083333333,0,0,0,0,0,0,0,0,0,0,,,,-1,270,1,hashem-abad,هاشم‌آباد,15
270,5,30,2.666666667,2.666666667,0.333333333,1,2.166666667,2.166666667,0,1,2.25,2.25,0,1,1.25,1.25,0,1,1.5,1.5,0,1,23.07692308,23.07692308,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,270,1,hashem-abad,هاشم‌آباد,15
938,0,10,1.666666667,1.333333333,1,1.166666667,3,3,0,1,,,,,,,,,,,,,-44.44444444,-55.55555556,16.66666667,,0,0,0,0,0,0,0,0,0,0,0,0,-1.333333333,-1.666666667,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,1,10,2,1.75,0,1.125,1.666666667,1.333333333,1,1.166666667,3,3,0,1,,,0,,,,0,,20,31.25,-3.571428571,-100,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.416666667,-0.041666667,-1,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,2,10,2,1.6,0.4,1.4,2,1.75,0,1.125,1.666666667,1.333333333,1,1.166666667,3,3,1,1,,,1,,0,-8.571428571,24.44444444,,20,20,20,-60,0,0,0,0,0,0,0,0,0,-0.15,0.275,0.4,0.333333333,0.266666667,0.233333333,-0.6,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
938,3,10,2.6,2.2,0,1.166666667,2,1.6,0.4,1.4,2,1.75,0,1.125,1.666666667,1.333333333,0,1.166666667,3,3,0,1,30,37.5,-16.66666667,-100,0,0,0,0,56,65,-2.22E-14,,0,0,0,0,0.6,0.6,-0.233333333,-0.4,0,0,0,0,0.933333333,0.866666667,-2.22E-16,0,0,0,0,0,938,1,bahar,بهار,7
938,4,10,2.166666667,1.833333333,0.166666667,1.25,2.6,2.2,0,1.166666667,2,1.6,0.4,1.4,2,1.75,0.4,1.125,1.666666667,1.333333333,0.4,1.166666667,-16.66666667,-16.66666667,7.142857143,,0,0,0,0,0,0,0,0,30,37.5,7.142857143,-58.33333333,-0.433333333,-0.366666667,0.083333333,0.166666667,0,0,0,0,0,0,0,0,0.5,0.5,0.083333333,-0.233333333,938,1,bahar,بهار,7
938,5,10,2.25,2,1,1.083333333,2.166666667,1.833333333,0.166666667,1.25,2.6,2.2,0,1.166666667,2,1.6,0,1.4,2,1.75,0,1.125,3.846153846,9.090909091,-13.33333333,500,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.166666667,-0.166666667,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,938,1,bahar,بهار,7
243,0,30,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,1,30,3,2.5,0.5,1.25,1,1,0,1,,,,,,,,,,,,,200,150,25,,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,2,30,1.5,1.333333333,0.833333333,1.166666667,3,2.5,0.5,1.25,1,1,0,1,,,0,,,,0,,-50,-46.66666667,-6.666666667,66.66666667,50,33.33333333,16.66666667,,0,0,0,0,0,0,0,0,-1.5,-1.166666667,-0.083333333,0.333333333,0.5,0.333333333,0.166666667,0.833333333,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,3,30,1.2,1.2,1.2,1,1.5,1.333333333,0.833333333,1.166666667,3,2.5,0.5,1.25,1,1,0.5,1,,,0.5,,-20,-10,-14.28571429,44,0,0,0,0,20,20,0,140,0,0,0,0,-0.3,-0.133333333,-0.166666667,0.366666667,0,0,0,0,0.2,0.2,0,0.7,0,0,0,0,243,1,moshiriyeh,مشیریه,15
243,4,30,1.5,1,0,1.5,1.2,1.2,1.2,1,1.5,1.333333333,0.833333333,1.166666667,3,2.5,0.833333333,1.25,1,1,0.833333333,1,25,-16.66666667,50,-100,0,0,0,0,0,0,0,0,50,0,50,-100,0.3,-0.2,0.5,-1.2,0,0,0,0,0,0,0,0,0.5,0,0.5,-0.833333333,243,1,moshiriyeh,مشیریه,15
243,5,30,1,1,0,1,1.5,1,0,1.5,1.2,1.2,1.2,1,1.5,1.333333333,1.2,1.166666667,3,2.5,1.2,1.25,-33.33333333,0,-33.33333333,,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1,moshiriyeh,مشیریه,15
278,0,30,2.5,2.5,1,1,3.5,3.5,0.5,1,,,,,,,,,,,,,-28.57142857,-28.57142857,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,1,30,1.25,1.25,0.75,1,2.5,2.5,1,1,3.5,3.5,0.5,1,,,0.5,,,,0.5,,-50,-50,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,-1.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,2,30,2,2,0.285714286,1,1.25,1.25,0.75,1,2.5,2.5,1,1,3.5,3.5,1,1,,,1,,60,60,0,-61.9047619,-20,-20,0,-71.42857143,0,0,0,0,0,0,0,0,0.75,0.75,0,-0.464285714,-0.5,-0.5,0,-0.714285714,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
278,3,30,3.666666667,3.333333333,0.666666667,1.083333333,2,2,0.285714286,1,1.25,1.25,0.75,1,2.5,2.5,0.75,1,3.5,3.5,0.75,1,83.33333333,66.66666667,8.333333333,133.3333333,0,0,0,0,46.66666667,33.33333333,8.333333333,-11.11111111,0,0,0,0,1.666666667,1.333333333,0.083333333,0.380952381,0,0,0,0,1.166666667,0.833333333,0.083333333,-0.083333333,0,0,0,0,278,1,moniriyeh,منیریه,11
278,4,30,3.142857143,3.142857143,0,1,3.666666667,3.333333333,0.666666667,1.083333333,2,2,0.285714286,1,1.25,1.25,0.285714286,1,2.5,2.5,0.285714286,1,-14.28571429,-5.714285714,-7.692307692,-100,0,0,0,0,0,0,0,0,25.71428571,25.71428571,0,-100,-0.523809524,-0.19047619,-0.083333333,-0.666666667,0,0,0,0,0,0,0,0,0.642857143,0.642857143,0,-0.285714286,278,1,moniriyeh,منیریه,11
278,5,30,1.666666667,1.666666667,0.666666667,1,3.142857143,3.142857143,0,1,3.666666667,3.333333333,0.666666667,1.083333333,2,2,0.666666667,1,1.25,1.25,0.666666667,1,-46.96969697,-46.96969697,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1.476190476,-1.476190476,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,278,1,moniriyeh,منیریه,11
54,0,10,2.333333333,2,0,1.333333333,3,3,0,1,,,,,,,,,,,,,-22.22222222,-33.33333333,33.33333333,,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666667,-1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
54,1,10,2.666666667,2.333333333,1.333333333,1.083333333,2.333333333,2,0,1.333333333,3,3,0,1,,,0,,,,0,,14.28571429,16.66666667,-18.75,,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,-0.25,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
54,2,10,3.8,3.4,1.6,1.106666667,2.666666667,2.333333333,1.333333333,1.083333333,2.333333333,2,0,1.333333333,3,3,0,1,,,0,,42.5,45.71428571,2.153846154,20,62.85714286,70,-17,,0,0,0,0,0,0,0,0,1.133333333,1.066666667,0.023333333,0.266666667,1.466666667,1.4,-0.226666667,1.6,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
54,3,10,2.571428571,2.571428571,0.142857143,1,3.8,3.4,1.6,1.106666667,2.666666667,2.333333333,1.333333333,1.083333333,2.333333333,2,1.333333333,1.333333333,3,3,1.333333333,1,-32.33082707,-24.3697479,-9.638554217,-91.07142857,0,0,0,0,10.20408163,28.57142857,-25,-89.28571429,0,0,0,0,-1.228571429,-0.828571429,-0.106666667,-1.457142857,0,0,0,0,0.238095238,0.571428571,-0.333333333,-1.19047619,0,0,0,0,54,1,darband,دربند,1
54,4,10,6,5.666666667,0,1.057142857,2.571428571,2.571428571,0.142857143,1,3.8,3.4,1.6,1.106666667,2.666666667,2.333333333,1.6,1.083333333,2.333333333,2,1.6,1.333333333,133.3333333,120.3703704,5.714285714,-100,0,0,0,0,0,0,0,0,157.1428571,183.3333333,-20.71428571,-100,3.428571429,3.095238095,0.057142857,-0.142857143,0,0,0,0,0,0,0,0,3.666666667,3.666666667,-0.276190476,-1.6,54,1,darband,دربند,1
54,5,10,6.666666667,6,0,1.079365079,6,5.666666667,0,1.057142857,2.571428571,2.571428571,0.142857143,1,3.8,3.4,0.142857143,1.106666667,2.666666667,2.333333333,0.142857143,1.083333333,11.11111111,5.882352941,2.102102102,,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,darband,دربند,1
926,1,11,1,1,0.333333333,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,926,1,sepehr,سپهر,2
926,3,11,1,1,0,1,1,1,0.333333333,1,,,,,,,,,,,,,0,0,0,-100,0,0,0,0,,,,,0,0,0,0,0,0,0,-0.333333333,0,0,0,0,,,,,0,0,0,0,926,1,sepehr,سپهر,2
926,4,11,1.333333333,1.333333333,0.333333333,1,1,1,0,1,1,1,0.333333333,1,,,0.333333333,,,,0.333333333,,33.33333333,33.33333333,0,,0,0,0,0,0,0,0,0,,,,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,,,,0,926,1,sepehr,سپهر,2
926,5,11,1,1,0,1,1.333333333,1.333333333,0.333333333,1,1,1,0,1,1,1,0,1,,,0,,-25,-25,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,-0.333333333,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,926,1,sepehr,سپهر,2
965,0,30,1,1,0.666666667,1,3.5,3.5,0,1,,,,,,,,,,,,,-71.42857143,-71.42857143,0,,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-2.5,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,965,1,parastar,پرستار,14
965,1,30,1.333333333,1.333333333,0.333333333,1,1,1,0.666666667,1,3.5,3.5,0,1,,,0,,,,0,,33.33333333,33.33333333,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,965,1,parastar,پرستار,14
965,2,30,2.333333333,2.166666667,0.166666667,1.041666667,1.333333333,1.333333333,0.333333333,1,1,1,0.666666667,1,3.5,3.5,0.666666667,1,,,0.666666667,,75,62.5,4.166666667,-50,133.3333333,116.6666667,4.166666667,-75,0,0,0,0,0,0,0,0,1,0.833333333,0.041666667,-0.166666667,1.333333333,1.166666667,0.041666667,-0.5,0,0,0,0,0,0,0,0,965,1,parastar,پرستار,14
965,3,30,2,2,0,1,2.333333333,2.166666667,0.166666667,1.041666667,1.333333333,1.333333333,0.333333333,1,1,1,0.333333333,1,3.5,3.5,0.333333333,1,-14.28571429,-7.692307692,-4,-100,0,0,0,0,100,100,0,-100,0,0,0,0,-0.333333333,-0.166666667,-0.041666667,-0.166666667,0,0,0,0,1,1,0,-0.333333333,0,0,0,0,965,1,parastar,پرستار,14
965,4,30,1.8,1.8,0,1,2,2,0,1,2.333333333,2.166666667,0.166666667,1.041666667,1.333333333,1.333333333,0.166666667,1,1,1,0.166666667,1,-10,-10,0,,0,0,0,0,0,0,0,0,80,80,0,-100,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,-0.166666667,965,1,parastar,پرستار,14
965,5,30,1.5,1.5,0,1,1.8,1.8,0,1,2,2,0,1,2.333333333,2.166666667,0,1.041666667,1.333333333,1.333333333,0,1,-16.66666667,-16.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,1,parastar,پرستار,14
277,0,31,2.333333333,2.333333333,2,1,4,4,0,1,,,,,,,,,,,,,-41.66666667,-41.66666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1.666666667,-1.666666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,277,1,amiriyeh,امیریه,11
277,1,31,3.714285714,3.571428571,1.571428571,1.028571429,2.333333333,2.333333333,2,1,4,4,0,1,,,0,,,,0,,59.18367347,53.06122449,2.857142857,-21.42857143,0,0,0,0,0,0,0,0,0,0,0,0,1.380952381,1.238095238,0.028571429,-0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,277,1,amiriyeh,امیریه,11
277,2,31,3.285714286,3.142857143,1.857142857,1.028571429,3.714285714,3.571428571,1.571428571,1.028571429,2.333333333,2.333333333,2,1,4,4,2,1,,,2,,-11.53846154,-12,0,18.18181818,40.81632653,34.69387755,2.857142857,-7.142857143,0,0,0,0,0,0,0,0,-0.428571429,-0.428571429,0,0.285714286,0.952380952,0.80952381,0.028571429,-0.142857143,0,0,0,0,0,0,0,0,277,1,amiriyeh,امیریه,11
277,3,31,4.714285714,4.714285714,0.714285714,1,3.285714286,3.142857143,1.857142857,1.028571429,3.714285714,3.571428571,1.571428571,1.028571429,2.333333333,2.333333333,1.571428571,1,4,4,1.571428571,1,43.47826087,50,-2.777777778,-61.53846154,0,0,0,0,102.0408163,102.0408163,0,-54.54545455,0,0,0,0,1.428571429,1.571428571,-0.028571429,-1.142857143,0,0,0,0,2.380952381,2.380952381,0,-0.857142857,0,0,0,0,277,1,amiriyeh,امیریه,11
277,4,31,5.833333333,5.666666667,0.833333333,1.041666667,4.714285714,4.714285714,0.714285714,1,3.285714286,3.142857143,1.857142857,1.028571429,3.714285714,3.571428571,1.857142857,1.028571429,2.333333333,2.333333333,1.857142857,1,23.73737374,20.2020202,4.166666667,16.66666667,0,0,0,0,0,0,0,0,150,142.8571429,4.166666667,-55.12820513,1.119047619,0.952380952,0.041666667,0.119047619,0,0,0,0,0,0,0,0,3.5,3.333333333,0.041666667,-1.023809524,277,1,amiriyeh,امیریه,11
277,5,31,5,5,0.285714286,1,5.833333333,5.666666667,0.833333333,1.041666667,4.714285714,4.714285714,0.714285714,1,3.285714286,3.142857143,0.714285714,1.028571429,3.714285714,3.571428571,0.714285714,1.028571429,-14.28571429,-11.76470588,-4,-65.71428571,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333,-0.666666667,-0.041666667,-0.547619048,0,0,0,0,0,0,0,0,0,0,0,0,277,1,amiriyeh,امیریه,11
287,1,10,1,1,0,1,2,2,0,1,,,,,,,,,,,,,-50,-50,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1,emam-hossein,امام حسین(ع),7
287,2,10,1.666666667,1.333333333,0,1.166666667,1,1,0,1,2,2,0,1,,,0,,,,0,,66.66666667,33.33333333,16.66666667,,-16.66666667,-33.33333333,16.66666667,,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0.166666667,0,-0.333333333,-0.666666667,0.166666667,0,0,0,0,0,0,0,0,0,287,1,emam-hossein,امام حسین(ع),7
287,3,10,1,1,0,1,1.666666667,1.333333333,0,1.166666667,1,1,0,1,2,2,0,1,,,0,,-40,-25,-14.28571429,,0,0,0,0,-50,-50,0,,0,0,0,0,-0.666666667,-0.333333333,-0.166666667,0,0,0,0,0,-1,-1,0,0,0,0,0,0,287,1,emam-hossein,امام حسین(ع),7
287,4,10,2,2,0,1,1,1,0,1,1.666666667,1.333333333,0,1.166666667,1,1,0,1,2,2,0,1,100,100,0,,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1,emam-hossein,امام حسین(ع),7
287,5,10,1,1,0,1,2,2,0,1,1,1,0,1,1.666666667,1.333333333,0,1.166666667,1,1,0,1,-50,-50,0,,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1,emam-hossein,امام حسین(ع),7
656,0,10,1,1,1,1,1,1,0,1,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,656,1,shadman,شادمهر,2
656,1,10,1.6,1.6,1,1,1,1,1,1,1,1,0,1,,,0,,,,0,,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,1,shadman,شادمهر,2
